patient_zip3,population,density,age_median,age_60s,age_70s,married,never_married,family_size,income_household_median,income_household_10_to_15,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,housing_units,rent_median,rent_burden,education_less_highschool,education_highschool,education_bachelors,education_college_or_above,labor_force_participation,unemployment_rate,self_employed,farmer,race_white,race_other,race_multiple,hispanic,disabled,poverty,limited_english,veteran,Ozone
481,23266.05714,743.557143,41.472857,12.727143,7.928571,50.265714,32.487143,3.133188,76481.07246,4.095714,13.072857,17.182857,18.385714,35.568571,38267.62857,75.668571,9037.542857,1102.439394,30.828125,7.374286,26.418571,20.104286,34.022857,61.725714,5.33,10.733333,0.528986,83.304286,1.117143,4.465714,4.754286,12.488571,12.122857,1.69,6.5,38.542029
482,22080.58974,1666.515385,36.586111,11.6,5.919444,26.241667,52.572222,3.525833,42956.86111,7.911111,9.316667,8.872222,6.688889,15.561111,25997.52778,51.122222,8537.871795,929.083333,39.202778,16.125,30.655556,13.144444,22.222222,55.991667,13.166667,14.897222,0.002778,26.005556,3.355556,4.333333,7.661111,18.508333,28.791667,2.747222,4.972222,38.432721
483,20151.35294,724.935294,42.078431,12.868627,7.4,54.013725,29.331373,3.113725,94302.45098,2.347059,12.762745,19.029412,25.645098,44.67451,43536.13725,77.068627,7976.647059,1228.959184,28.8875,6.219608,20.113725,25.847059,44.813725,65.684314,4.919608,13.154902,0.035294,79.539216,1.02549,4.337255,4.709804,11.6,7.454902,2.690196,5.190196,38.734049
484,7833.440678,71.940678,45.365517,15.59661,9.018644,53.605085,24.957627,2.931207,61500.75439,4.232203,13.835593,15.133898,9.164407,24.298305,32006.73684,84.237288,3131.305085,813.283019,26.480851,8.671186,40.130508,12.047458,17.691525,56.938983,5.474138,11.483929,4.283929,94.247458,0.588136,3.218644,3.105085,15.977966,10.822034,0.423729,7.891525,39.344192
485,16715.9,632.53,37.49,11.81,5.38,30.52,46.4,3.016,41114.8,7.97,10.23,9.06,3.59,12.65,22153.3,55.89,6840.8,798.8,34.35,14.23,36.48,8.7,13.19,52.65,13.37,11.8,0,58.4,0.91,5.5,4.06,21.29,27.55,0.61,6.23,37.940847
486,7665.27451,104.547059,48.488235,18.717647,11.013725,51.988235,24.97451,2.901765,54211.65306,4.74902,12.337255,11.194118,7.52549,18.719608,29152.04082,83.77451,3165.411765,765.755556,30.722222,10.578431,35.984314,11.862745,17.909804,49.890196,6.808,8.956,1.906,91.445098,0.560784,3.017647,3.490196,20.05098,13.517647,0.341176,8.77451,38.65289
487,4073.34,48.096,49.644898,17.730612,11.608163,51.069388,24.795918,2.850816,49161,4.895918,12.479592,9.967347,5.82449,15.791837,27845.55102,84.697959,1748.4,719.365854,30.197436,10.763265,40.738776,10.114286,15.232653,50.302041,8.908163,9.485417,2.991667,95.018367,0.444898,2.685714,3.346939,20.428571,16.391837,0.271429,9.934694,39.226137
488,8101.0,246.281013,40.278205,12.589873,7.149367,49.065823,31.88481,3.094868,64500.55405,3.696104,13.68961,14.883117,10.215584,25.098701,31672.42308,79.842857,3044.962025,803.264706,26.274194,7.811392,36.192405,14.84557,21.722785,59.383544,5.121519,10.483099,3.608451,91.758228,0.675949,3.451899,3.936709,14.288608,12.218182,0.350649,7.139241,38.907588
489,23128.57143,988.1,33.957143,11.285714,5.957143,35.457143,45.785714,3.18,48488.28571,6.1,13.414286,10.2,5.542857,15.742857,30035.85714,48.985714,10171.85714,897.714286,30.314286,8.957143,22.557143,21.042857,33.642857,66.8,7.0,9.714286,0.042857,61.114286,3.2,7.628571,11.942857,16.814286,21.628571,3.128571,5.7,37.491374
490,9520.632911,163.150633,41.956962,13.605063,8.936709,50.748101,29.502532,3.029241,61284.45333,3.655696,13.974684,16.234177,9.591139,25.825316,31232.79487,77.41519,3787.873418,805.946667,26.959155,11.136709,34.124051,13.956962,21.491139,60.122785,5.532911,10.660811,2.868919,87.321519,1.544304,4.673418,5.783544,16.339241,12.713924,0.786076,7.626582,37.961042
491,5395.15,146.865,47.77,15.9,12.475,53.015,26.945,2.805263,66850.94444,2.321053,12.473684,16.089474,12.010526,28.1,31993.05263,82.863158,2161.15,805.625,27.853333,6.895,26.94,21.955,36.31,59.57,4.34,12.747059,1.447059,88.415,1.745,4.485,5.68,15.145,9.042105,0.631579,7.74,38.320661
492,6015.568966,74.437931,43.433333,17.596552,7.967241,52.658621,28.605172,3.022632,63438.8,3.884483,14.206897,15.317241,9.3,24.617241,32545.66667,81.513793,2302.931034,834.490196,26.622449,8.262069,39.113793,12.860345,18.934483,58.67931,5.750877,11.123636,3.663636,94.35,0.431034,3.139655,2.918966,14.751724,11.025862,0.215517,8.451724,38.929143
493,8344.52381,61.454762,41.147619,13.357143,7.57619,54.438095,27.428571,3.178095,67775.56098,3.509524,15.838095,18.254762,10.211905,28.466667,32880.41463,85.957143,3081.071429,885.2,28.64359,8.861905,35.969048,14.785714,22.454762,59.95,5.021429,10.687805,2.278049,92.37381,0.830952,3.745238,3.730952,14.540476,10.619048,0.309524,7.188095,37.890578
494,11952.72,155.796,42.828571,15.722,10.012,51.572,26.604,3.005208,65096.53333,3.977551,15.522449,15.228571,10.708163,25.936735,32117.20833,83.434694,4455.84,857.844444,29.430952,8.744,33.052,16.378,27.174,58.79,4.65,10.993478,1.582609,89.27,2.032,4.264,8.366,12.955102,10.620408,0.691837,7.512,37.646304
495,31020.07143,1208.171429,34.371429,10.0,5.857143,45.228571,38.007143,3.131429,63890.64286,3.485714,13.785714,15.871429,10.964286,26.835714,33159.71429,62.542857,12019.42857,1019.714286,30.542857,9.178571,24.342857,24.007143,36.707143,69.8,5.057143,11.007143,0.071429,71.328571,4.192857,8.021429,13.007143,10.764286,12.535714,3.1,5.55,35.420969
496,4144.253731,36.877612,49.173134,18.032836,11.791045,54.30597,24.377612,3.026716,59624.56061,4.092537,15.429851,14.402985,8.41791,22.820896,29970.23881,87.365672,1648.268657,846.166667,32.05,8.3,31.628358,17.20597,27.386567,52.922388,5.834328,12.165625,1.690625,93.671642,0.649254,2.943284,3.052239,16.765672,11.840299,0.268657,9.880597,38.561442
497,3394.924242,84.871212,50.945455,18.833333,12.69697,55.587879,24.472727,2.774844,56261.29688,4.366154,14.635385,11.683077,6.98,18.663077,27573.01587,84.326154,1439.484848,775.072727,30.823913,8.309091,34.724242,13.577273,22.192424,51.410606,7.707692,10.195082,1.778689,87.654545,0.404545,5.066667,1.930303,19.538462,13.132308,0.346154,10.248485,38.480835
498,2739.953846,27.943077,51.089231,19.92,13.244615,56.241538,23.695385,2.844462,52231.64063,4.326154,12.813846,12.501538,5.801538,18.303077,28947.03125,85.147692,1133.446154,710.355556,29.268571,6.84,38.404615,13.064615,19.144615,48.916923,6.353125,7.164286,1.091071,92.643077,0.309231,3.844615,1.832308,19.610769,11.84,0.356923,11.933846,39.108249
499,1724.826087,39.158696,50.347826,18.691304,13.656522,50.234783,26.978261,2.942826,46581.47826,4.656522,10.980435,9.995652,5.356522,15.352174,26998.8913,85.421739,702.347826,691.928571,33.841667,7.452174,41.417391,12.519565,19.669565,48.041304,5.904348,6.335135,0.167568,93.245652,0.165217,2.567391,1.297826,16.906522,16.271739,0.436957,12.432609,38.977517
500,4210.84127,136.725397,41.595238,14.568254,8.201587,57.493651,25.165079,2.988197,69287.94828,2.781967,14.7,16.591803,10.952459,27.544262,34877.12903,80.840984,1617.492063,807.541667,22.974419,5.836508,35.939683,18.387302,25.519048,64.790476,3.814286,13.692308,11.057692,94.573016,0.552381,2.490476,2.031746,11.760317,10.4,0.603279,7.103175,36.412168
501,2753.971014,48.253623,43.286765,14.169118,9.180882,58.486765,22.367647,2.951029,65751.52308,3.979412,15.401471,18.272059,9.477941,27.75,36038.09231,79.936765,1083.231884,753.31579,22.742553,6.455882,37.355882,15.551471,20.860294,65.192647,4.254412,13.379661,11.667797,95.016176,0.607353,2.683824,3.029412,12.166176,8.888235,0.567647,8.419118,36.205205
502,3763.90625,56.770313,43.085938,15.01875,7.370312,60.965625,21.482813,2.989531,72200.4127,3.209375,15.784375,18.767187,11.26875,30.035937,38861.35938,82.448437,1539.203125,771.960784,22.809302,5.28125,36.117188,18.207812,24.329687,66.9875,3.203125,14.501786,12.153571,95.007813,0.814063,2.535938,3.573437,12.190625,7.673438,0.809375,7.742188,36.02649
503,17969.05882,1019.770588,35.45,10.025,5.5,45.71875,36.275,3.13625,72294.25,3.975,13.3125,16.025,15.40625,31.43125,39266.5625,64.3125,7155.823529,960.0625,29.14375,9.76875,25.40625,24.3,36.175,70.21875,5.18125,11.55625,0.30625,75.40625,2.58125,5.35,11.84375,11.89375,13.41875,4.0625,5.95,37.851869
504,1853.2,33.621818,42.776364,15.683636,7.754545,58.947273,24.249091,2.928,61929.70909,3.547273,16.02,15.525455,6.870909,22.396364,33547.54545,80.810909,797.454545,682.270833,19.987179,7.478182,36.150909,15.203636,18.923636,66.245455,2.378182,16.277551,12.771429,95.685455,0.398182,2.976364,4.809091,12.432727,9.38,0.96,8.445455,36.434008
505,1650.054054,24.593243,44.184932,17.07973,8.685135,55.614865,24.424324,2.944658,59958.1,3.713514,15.177027,13.766216,7.771622,21.537838,33301.72603,77.87027,683.810811,669.854839,18.868627,7.032432,35.448649,13.486486,18.605405,63.239189,3.690411,19.234921,14.62381,93.351351,1.186486,2.956757,4.043243,15.348649,11.517568,1.104054,7.451351,36.585993
506,2495.382353,52.183824,44.437313,15.622059,9.795588,59.567647,23.613235,2.864853,67038.18182,3.316176,16.054412,16.927941,9.079412,26.007353,35854.34328,82.585294,986.705882,695.833333,21.442308,5.801471,39.420588,14.335294,19.869118,64.594118,3.535821,16.589655,13.115517,96.429412,0.319118,1.994118,1.638235,11.773529,8.502941,0.386765,7.945588,35.940756
507,19332.75,346.25,38.525,12.925,7.525,42.85,36.825,2.9925,50797,5.35,12.7,11.1,5.85,16.95,30365.5,63.475,8277.25,801.75,28.1,11.975,36.1,13.575,18.675,65.775,6.675,8.625,0.6,75.25,2.25,5.125,6.175,16.675,15.9,2.8,6.875,35.82534
508,1126.535714,13.3,48.292857,16.810714,12.2,56.703571,20.271429,2.901429,55936.07407,4.271429,13.785714,10.8,8.782143,19.582143,31083.96429,81.317857,470.678571,702.380952,27.7,6.342857,40.503571,15.275,19.317857,57.985714,3.185714,17.757143,23.595238,97.035714,1.046429,1.567857,2.6,16.653571,10.6,0.396429,8.85,36.587149
510,1597.563636,26.727273,44.701818,16.325455,8.618182,57.76,22.938182,2.918364,68400.43636,3.232727,16.094545,18.432727,9.036364,27.469091,35470.03704,81.456364,638.472727,683.723404,18.678947,7.42,37.472727,14.438182,18.750909,66.494545,3.1,18.446939,15.867347,94.12,1.198182,3.389091,5.209091,14.563636,8.663636,0.583636,8.990909,37.002649
511,11027.5,387.3,36.1875,10.75,7.075,43.5875,36.375,3.025,53671.625,5.1625,10.8,13.05,6.6625,19.7125,30415.375,53.0625,4165.125,800.857143,27.514286,12.35,36.9625,10.5125,15.225,68.8,4.125,7.4,0.628571,79.7875,1.825,9.0375,24.8375,20.9875,14.9875,5.2,9.4375,36.71899
512,2320.9,20.225,38.82,12.28,8.25,62.495,23.33,3.1515,70469.85,2.24,18.755,17.95,8.425,26.375,33764.8,83.78,843.7,733.6875,23.035714,6.995,39.695,16.24,20.895,71.04,2.4,22.231579,15.773684,94.38,1.755,2.48,6.015,10.85,6.705,0.92,7.005,37.495381
514,1464.5625,17.20625,43.7375,16.56875,8.7625,58.984375,23.590625,2.957813,60179.53125,4.559375,15.9875,15.390625,7.9375,23.328125,33199.53125,81.925,589.8125,648.222222,18.526087,7.471875,41.928125,13.753125,17.13125,65.740625,3.378125,19.434615,15.603846,94.23125,1.4,3.3125,5.409375,12.63125,11.071875,1.103125,7.965625,37.240271
515,2725.888889,53.359259,44.4,15.346296,8.862963,58.527778,23.340741,3.001296,67800.40741,3.67037,15.083333,18.064815,10.922222,28.987037,35436.40741,80.312963,1082.592593,811.877551,24.087805,7.144444,35.966667,15.427778,20.481481,63.905556,3.07037,15.71,10.85,95.97037,0.668519,2.47963,3.151852,12.581481,8.511111,0.366667,9.716667,36.808435
516,1145.1,22.885,46.45,17.875,7.18,55.435,24.2,2.999,61537.73684,4.485,16.525,14.045,8.06,22.105,34420.21053,81.165,462.35,753.4,19.61,6.63,38.465,13.075,16.635,60.755,4.6,15.785714,11.121429,95.875,1.0,2.295,2.95,14.74,9.595,0.32,8.655,37.042268
520,3307.977273,56.859091,43.970455,15.525,8.018182,58.777273,25.056818,2.978636,69472.56818,3.188636,18.054545,18.302273,9.518182,27.820455,35112.86047,81.902273,1331.863636,736.702703,30.290909,7.954545,43.611364,13.575,19.652273,67.336364,2.704545,14.610526,14.968421,96.429545,0.397727,2.031818,2.027273,11.522727,9.515909,0.256818,7.270455,36.309875
522,3810.106383,125.165957,41.431915,13.008511,8.189362,54.421277,29.293617,2.956383,71221.8913,3.251064,16.465957,17.53617,11.191489,28.72766,35552.56522,79.697872,1530.042553,776.897436,27.542424,5.559574,37.589362,15.3,22.704255,65.814894,2.468085,14.565116,11.311628,93.253191,0.806383,2.902128,3.048936,10.942553,10.770213,0.680851,7.344681,35.981046
523,3232.132075,95.443396,43.137736,13.943396,8.328302,56.413208,25.628302,2.996792,72424.03846,4.662264,15.215094,19.298113,11.288679,30.586792,37300.0,81.177358,1260.943396,781.355556,24.40625,5.166038,37.683019,16.137736,23.818868,66.386792,3.879245,13.435417,9.56875,94.858491,0.760377,2.449057,2.856604,10.496226,10.545283,0.775472,9.577358,35.918518
524,24107.83333,567.966667,38.8,11.416667,5.766667,45.9,36.033333,2.936667,74483.33333,3.6,12.816667,15.033333,16.766667,31.8,38421.5,68.25,10141.33333,816.6,27.92,6.1,22.966667,24.75,37.25,66.616667,3.966667,10.45,0.45,82.883333,1.116667,4.0,3.9,10.716667,10.733333,1.55,7.716667,36.217472
525,2196.88,43.314,43.876,13.69,8.838,55.58,24.532,3.126735,57259.77083,4.342857,14.685714,14.540816,5.644898,20.185714,30455.77083,81.059184,872.46,717.108108,26.764516,10.786,40.002,12.19,16.726,57.578,4.753061,13.178571,17.140476,94.794,0.584,2.522,1.79,15.872,12.446939,0.730612,8.61,35.952991
526,3012.441176,37.370588,43.364706,14.114706,8.8,58.15,23.573529,2.916176,66954.54545,3.417647,15.070588,20.05,8.511765,28.561765,33302.11765,80.582353,1240.441176,766.592593,25.312,6.364706,35.547059,14.714706,20.802941,63.608824,3.585294,11.719355,9.712903,95.141176,0.405882,1.976471,2.411765,14.929412,9.494118,0.332353,8.205882,35.969925
527,3972.886364,75.388636,42.393182,13.679545,8.063636,56.190909,24.213636,2.960909,75942.25581,2.231818,15.852273,18.579545,12.677273,31.256818,39707.83721,80.111364,1562.568182,828.324324,22.314815,7.261364,37.827273,14.636364,20.261364,67.836364,3.834091,11.3675,7.67,92.284091,2.670455,2.85,6.922727,10.334091,7.3,1.297727,8.327273,35.857487
528,17338.0,711.85,37.55,11.75,6.716667,38.516667,41.133333,3.038333,51835.83333,5.883333,11.8,13.033333,8.383333,21.416667,31116.5,54.916667,7133.333333,818.5,30.55,8.4,32.433333,17.916667,27.2,62.15,5.683333,8.883333,0.233333,77.733333,1.05,6.466667,9.35,14.816667,18.716667,1.816667,7.033333,35.430233
530,8786.506667,164.182667,44.473333,13.872,8.169333,58.269333,25.793333,2.914267,82486.02703,2.265333,15.953333,20.818667,16.805333,37.624,41515.64,79.224,3574.453333,938.571429,22.376471,5.404,33.785333,20.101333,29.582667,68.161333,2.898667,10.248649,2.272973,92.377333,1.562667,2.965333,4.433333,9.973333,6.241333,0.552,7.885333,38.030584
531,12654.10909,352.358182,42.830189,12.935185,8.366667,55.274074,27.659259,2.953019,83441.59615,2.416667,13.609259,20.746296,17.181481,37.927778,40894.57692,75.903704,5049.781818,1031.666667,25.571429,6.485185,28.166667,20.92963,32.753704,68.511111,3.272222,9.854902,0.852941,90.911111,1.67963,3.892593,8.1,10.412963,6.905556,0.994444,7.005556,37.939146
532,26847.13333,2232.656667,35.08,10.263333,5.236667,32.743333,49.206667,3.145517,54433.58621,6.5,11.931034,12.641379,9.32069,21.962069,33227.03333,44.248276,11069.56667,965.310345,32.044828,11.06,27.516667,20.366667,32.6,62.726667,7.103333,9.306897,0.010345,53.246667,5.1,6.13,13.066667,13.093333,20.736667,3.110345,6.56,37.881818
534,25656.6,994.26,37.66,11.74,7.12,44.9,36.38,3.042,56666.6,4.82,11.28,14.62,9.84,24.46,32823.2,62.64,10421.6,895.2,33.22,10.62,30.94,16.08,23.82,63.42,5.26,7.26,0.02,68.3,3.52,8.44,19.96,13.9,15.74,1.86,6.72,37.713362
535,7174.246914,75.508642,42.14625,13.533333,7.201235,54.424691,26.266667,2.95825,74566.59494,4.203704,14.906173,19.882716,13.27284,33.155556,39455.15,77.345679,2909.382716,883.723684,23.431944,5.875309,33.41358,19.2,27.57037,67.967901,2.66,12.273077,5.983333,92.161728,1.7,3.159259,4.87037,11.234568,8.312346,0.883951,8.269136,37.559122
537,21762.71429,2071.635714,32.369231,8.361538,5.346154,36.246154,51.792308,2.81,66997.16667,3.625,13.45,16.075,16.166667,32.241667,35314.07692,47.391667,9717.785714,1215,35.625,4.766667,14.25,31.691667,59.008333,68.346154,3.215385,9.915385,0.161538,76.653846,1.846154,5.553846,8.223077,8.261538,18.041667,2.816667,4.3,36.786188
539,4236.1875,51.125,44.165957,15.353191,8.482979,53.504255,26.510638,2.979787,64636.91304,4.131915,16.319149,17.155319,7.944681,25.1,34206.59574,78.323404,1706.6875,793.977273,23.214286,10.621277,39.938298,11.665957,16.0,61.593617,3.22766,9.330233,5.64186,93.591489,0.829787,3.119149,3.72766,13.82766,11.13617,0.980851,7.73617,38.214998
540,6527.166667,37.295833,42.283333,13.258333,8.425,56.841667,26.7375,2.972083,81182.625,2.1625,16.745833,21.475,15.216667,36.691667,40618.45833,81.5875,2506.666667,935.304348,23.447826,5.2375,33.195833,18.825,26.5,68.129167,2.933333,12.108333,5.233333,94.995833,0.6875,2.8,2.025,10.891667,6.329167,0.295833,7.891667,36.088119
541,4927.166667,101.292593,45.792593,15.488889,9.625926,56.757407,24.775926,2.876296,65236.87037,3.353704,15.192593,16.162963,9.927778,26.090741,34393.09259,80.842593,1996.574074,743.5625,22.555556,7.438889,40.12037,13.687037,19.103704,61.15,3.962963,9.128846,2.294231,90.272222,0.812963,2.912963,2.974074,14.07963,9.101852,0.407407,8.931481,38.172026
542,4845.703704,66.196296,51.174074,16.87037,13.414815,59.066667,22.688889,2.70037,66134.11111,3.351852,16.414815,16.877778,9.455556,26.333333,35290.96296,82.992593,2082.259259,755.518519,23.852174,5.351852,33.966667,19.088889,28.225926,59.82963,2.081481,11.936,3.432,95.322222,0.688889,2.574074,3.37037,13.085185,6.511111,0.455556,7.796296,37.506483
543,26741.14286,1590.728571,37.157143,10.3,5.657143,40.628571,39.6,3.011667,65296.16667,4.133333,14,16.15,10.25,26.4,30764.42857,61.483333,10967.14286,843.833333,25.55,12.528571,32.614286,17.6,24.928571,58.6,3.616667,8.857143,0.214286,73.1,4.1,6.385714,11.942857,12.316667,12.316667,2.866667,6.071429,36.128271
544,5074.909091,37.936364,44.467532,14.976623,9.114286,56.948052,25.496104,3.01026,62434.02667,3.636364,16.105195,15.737662,8.505195,24.242857,33600.01299,82.074026,2093.935065,718.888889,23.67971,9.787013,41.279221,12.997403,18.418182,62.406494,3.568831,10.473973,6.149315,93.836364,0.842857,2.781818,3.37013,13.493506,9.506494,1.184416,8.263636,37.39503
545,2032.2,8.593333,53.504444,21.108889,13.035556,56.566667,22.204444,2.743111,54567.75556,4.191111,12.942222,12.517778,7.031111,19.548889,30474.73333,84.842222,892.844444,701.763158,27.34375,6.773333,36.971111,13.882222,21.422222,52.308889,3.831111,13.285714,2.092857,91.535556,0.475556,2.995556,1.875556,17.346667,10.286667,0.18,10.873333,37.08705
546,4822.188679,42.728302,42.744231,14.330769,8.517308,53.782692,28.113462,3.115769,61504.09804,4.736538,15.232692,15.882692,8.351923,24.234615,33118.46154,78.459615,1929.867925,766.56,23.8,9.246154,37.132692,14.073077,20.790385,60.823077,3.267308,12.230612,9.177551,94.138462,1.392308,2.376923,3.421154,11.75,11.403846,1.055769,8.678846,37.296964
547,5565.959184,44.079592,43.102041,14.526531,8.495918,55.54898,25.520408,3.024694,63071.18367,4.283673,14.485714,16.293878,9.126531,25.420408,32558.91837,78.030612,2197.591837,779.959184,26.059574,8.246939,38.357143,13.791837,20.218367,63.685714,3.026531,12.306122,8.173469,95.002041,0.732653,2.489796,2.365306,12.942857,9.871429,0.738776,8.634694,37.202012
548,2971.209677,15.758065,48.931148,17.745161,11.582258,56.293548,24.254839,2.86,58800.54098,4.606452,14.059677,14.658065,9.308065,23.966129,31368.91803,82.682258,1265.870968,725.961538,25.929412,7.059677,36.064516,15.059677,22.598387,58.551613,4.714516,11.667797,2.769492,89.290323,0.493548,4.020968,2.298387,15.324194,11.624194,0.329032,10.833871,35.828664
549,8893.482143,230.816071,45.944643,15.0625,9.360714,55.076786,25.266071,2.876296,65807.15385,3.557407,14.768519,17.594444,10.074074,27.668519,35211.01852,79.705556,3650.803571,781.980392,22.862222,7.864286,40.085714,14.398214,21.192857,60.6625,2.534545,9.854,3.342,92.503571,1.375,3.196429,4.389286,13.898182,10.547273,0.531481,9.164286,37.54378
550,10310.82609,169.84058,40.842029,12.72029,6.72029,55.75942,28.611594,3.104058,87877.04348,2.352174,14.62029,22.850725,18.756522,41.607246,41615.86957,85.288406,3806.086957,1164.492308,28.351667,6.071014,30.885507,19.018841,27.426087,68.033333,4.426087,11.525373,3.580597,90.286957,1.37971,3.988406,4.321739,11.118841,6.371014,0.649275,7.723188,35.813548
551,25588.25,1359.15,38.290323,13.364516,6.009677,45.3,39.229032,3.145667,81306.53333,3.103226,12.312903,16.987097,22.967742,39.954839,42578.2,60.919355,10029.28125,1199.225806,30.986207,6.793548,17.66129,28.164516,48.583871,69.4,4.274194,11.246667,0.09,70.780645,2.154839,5.658065,6.596774,10.867742,10.883871,3.948387,6.019355,34.204407
553,12189.89535,249.162791,40.768605,12.182558,6.519767,58.197674,26.539535,3.135233,92788.0814,2.545349,13.996512,21.456977,22.689535,44.146512,45042.74419,82.324419,4568.44186,1056.423529,26.058228,5.25,27.860465,22.677907,32.983721,70.85,2.961628,13.726744,4.15,89.903488,1.810465,3.130233,4.230233,9.775581,5.774419,1.030233,6.661628,35.619215
554,22136.72549,2114.182353,36.79,10.198039,5.615686,42.313725,42.484314,3.068367,85799.79592,3.278,13,19.414,21.494,40.908,44529.82,61.18,9086.137255,1309.77551,30.032653,6.85098,16.670588,31.24902,50.345098,72.219608,4.758824,12.55,0.042,67.921569,3.498039,5.972549,7.47451,10.627451,10.816,5.976,4.890196,34.065479
557,2442.753623,30.513043,48.408696,18.315942,9.957971,52.563768,25.384058,2.83087,59731.55882,4.52029,14.228986,15.149275,7.386957,22.536232,31988.5942,84.801449,1028.449275,751.944444,29.737209,6.694203,34.142029,13.931884,19.833333,55.327536,6.543478,6.530159,2.307937,91.182609,0.266667,3.333333,1.368116,16.414493,11.433333,0.146377,10.262319,34.708113
558,10734.27273,903.936364,38.963636,12.172727,6.990909,39.009091,39.881818,2.902,59644.1,5.21,11.85,15.88,11.05,26.93,28983.81818,62.39,4408.545455,910.2,31.94,6.045455,24.463636,21.090909,34.509091,58.427273,5.28,9.52,0.17,85.545455,0.8,5.081818,3.381818,14.93,16.94,0.69,7.372727,33.796743
559,4863.591549,33.640845,42.1,13.442029,8.149275,58.594203,25.781159,2.988261,74204.52174,3.710145,15.252174,19.563768,13.543478,33.107246,37941.49275,82.198551,1948.253521,800.343284,24.75283,6.263768,32.198551,17.818841,25.846377,67.736232,2.704348,14.516667,10.69697,93.508696,1.027536,2.688406,3.305797,10.681159,8.327536,0.769565,7.682609,36.433135
560,3772.014085,63.388732,42.198592,14.091549,8.433803,55.795775,27.190141,2.93831,67381.11268,3.326761,15.856338,17.159155,10.014085,27.173239,36240.04225,83.353521,1490.126761,772.25,23.166667,6.01831,34.887324,15.452113,21.191549,68.452113,3.207042,15.626563,10.667188,93.984507,1.26338,3.143662,4.915493,11.474648,9.329577,0.576056,7.952113,36.210683
561,1370.530303,11.378788,44.271212,15.186364,8.934848,57.827273,24.783333,2.999242,62039.81538,3.724242,14.333333,16.05303,8.659091,24.712121,33444.23077,83.698485,545.909091,717.690909,21.598148,7.634848,37.430303,13.460606,18.427273,65.298485,3.174242,21.273333,18.595,92.230303,1.704545,2.930303,5.754545,12.604545,8.742424,1.377273,8.178788,36.545332
562,1954.256757,10.456757,43.128378,15.225676,8.054054,58.304054,25.624324,2.992297,65032.58108,3.97973,15.562162,16.087838,9.452703,25.540541,34541.35135,81.62027,783.472973,725.136364,26.192857,6.883784,33.666216,15.135135,19.885135,65.32973,3.009459,19.248571,16.158571,92.124324,2.12973,2.293243,4.731081,11.818919,9.863514,0.851351,7.341892,35.915572
563,4602.814286,79.072857,41.224286,13.087143,8.14,55.784286,27.942857,2.988551,68006.6087,4.201449,16.424638,18.476812,9.637681,28.114493,34225.12857,81.414493,1818.885714,781.419355,26.621311,7.844286,34.372857,12.87,18.975714,67.607143,4.16,13.66129,9.398387,93.402857,1.302857,2.478571,2.988571,12.251429,9.864286,1.007246,8.174286,35.738883
564,3849.25641,16.084615,47.676923,17.569231,11.066667,56.676923,24.279487,2.952308,59586.69231,4.65641,14.038462,15.420513,8.192308,23.612821,31403.46154,84.769231,1579.282051,800.710526,26.938889,7.84359,32.294872,15.312821,21.910256,57.14359,5.215385,12.976316,6.421053,93.507692,0.484615,3.720513,1.453846,15.194872,10.525641,0.292308,10.310256,36.152025
565,2526.183099,115.207042,43.243662,14.787324,9.076056,53.519718,28.388732,3.062319,63572.72059,4.692754,14.121739,16.865217,9.910145,26.775362,33369.88235,83.085507,1010.464789,721.818182,25.108163,7.316901,32.312676,15.623944,20.966197,62.291549,4.839437,15.309375,10.46875,87.23662,1.314085,4.338028,4.407042,12.940845,11.34058,0.565217,8.295775,35.298922
566,1906.5,10.65,47.953191,18.834043,11.255319,52.204255,26.257447,3.044681,56569.65909,5.680851,13.629787,12.568085,7.929787,20.497872,29254.67391,85.33617,751.020833,735.448276,27.316,8.776596,34.153191,13.089362,18.306383,52.919149,7.255319,9.3975,6.8925,80.53617,0.293617,4.538298,1.151064,17.131915,14.508511,0.334043,11.038298,35.480351
567,1726.6,3.0725,45.041026,15.2175,11.6825,53.4275,27.13,3.082368,66455.36842,7.25,15.33,16.92,8.67,25.59,35533.81579,86.445,692.15,699.37931,24.52,5.9625,36.5125,16.9425,21.0575,66.965,3.2325,15.773529,17.882353,94.1825,0.68,2.8475,2.985,11.21,9.995,0.5575,7.695,36.56094
570,2734.536232,62.389855,41.784058,14.302899,8.144928,59.769565,24.701449,2.952059,74345.6,2.764706,16.830882,19.475,13.120588,32.595588,37580.23188,80.448529,1050.26087,725.428571,20.979245,6.928986,31.615942,20.982609,28.397101,70.797101,2.369565,18.149206,14.134921,93.018841,1.121739,3.346377,3.101449,11.552174,6.879412,0.477941,8.091304,37.857212
571,21753.66667,984.5,36.322222,17.222222,4.433333,38.244444,37.3,3.024286,68345,3.157143,15.085714,16.985714,12.342857,29.328571,33896.75,62.028571,8862.777778,913.428571,26.628571,5.333333,33.066667,18.533333,27.522222,64,2.3875,10.585714,0.7,85.211111,1.111111,4.566667,4.755556,9.3125,9.714286,1.714286,5.455556,39.052618
